B,Cu,EC,Fe,Feature_ID,K,Mn,N,OC,P,S,Scan_Lat,Scan_Lon,Zn,pH,village
0.66,0.63,0.3,0.85,29_524_shc_2024-25.18960,374.0,1.03,414.0,0.72,29.0,10.2,16.36599999999986,75.55599999999866,0.63,7.5,Bilgi (Rural)
0.75,0.65,0.22,2.36,29_524_shc_2024-25.18962,399.0,0.86,396.0,0.69,29.0,11.2,16.36599999999986,75.55599999999866,0.68,7.6,Bilgi (Rural)
0.6,0.47,0.17,0.54,29_524_shc_2024-25.18189,742.0,0.86,321.0,0.56,16.0,18.0,16.36599999999986,75.65599999999843,0.29,7.9,Badagandi
0.48,0.4,0.27,5.08,29_524_shc_2024-25.14430,464.0,6.3,298.0,0.52,20.0,9.36,16.36599999999986,75.68799999999835,0.55,8.22,Rolli
0.37,0.47,0.19,0.36,29_524_shc_2024-25.19190,540.0,2.66,418.0,0.73,15.0,18.2,16.36599999999986,75.65599999999843,0.47,8.0,Badagandi
0.45,0.34,0.28,5.84,29_524_shc_2024-25.14432,465.0,4.5,300.0,0.52,21.0,8.71,16.36599999999986,75.68799999999835,0.49,8.3,Rolli
0.5,0.4,0.34,5.75,29_524_shc_2024-25.14385,371.0,4.9,307.0,0.54,25.0,9.29,16.36599999999986,75.69199999999834,0.47,8.36,Rolli
0.74,0.81,0.21,2.05,29_524_shc_2024-25.18032,263.0,2.01,356.0,0.62,31.0,8.5,16.36799999999986,75.60999999999854,0.95,8.3,Bilgi (Rural)
0.85,0.64,0.2,2.03,29_524_shc_2024-25.18037,300.0,1.11,339.0,0.59,28.0,10.2,16.36799999999986,75.60999999999854,0.86,8.1,Bilgi (Rural)
1.66,0.53,0.1,1.98,29_524_shc_2024-25.18714,405.0,1.76,315.0,0.55,27.0,28.0,16.36799999999986,75.60999999999854,0.41,7.2,Bilgi (Rural)
0.64,0.64,0.15,2.1,29_524_shc_2024-25.13726,322.0,2.36,322.0,0.56,22.0,11.2,16.36799999999986,75.62999999999849,1.44,8.6,Bilgi (Rural)
0.69,0.58,0.2,2.03,29_524_shc_2024-25.16485,347.0,1.11,350.0,0.61,26.0,8.5,16.36799999999986,75.62999999999849,2.03,8.3,Bilgi (Rural)
0.97,0.72,1.24,1.86,29_524_shc_2024-25.15536,146.0,2.76,332.0,0.58,10.0,67.7,16.36999999999986,75.07199999999979,0.92,6.8,Dhavaleshwar
0.27,0.42,0.3,0.68,29_524_shc_2024-25.13353,258.0,2.0,487.0,0.85,18.0,45.0,16.36999999999986,75.57599999999861,0.34,7.5,Siddapur
0.46,0.38,0.31,0.58,29_524_shc_2024-25.16813,303.0,1.97,407.0,0.71,32.0,39.5,16.36999999999986,75.57599999999861,0.26,7.1,Siddapur
0.33,0.66,0.26,0.57,29_524_shc_2024-25.16824,247.0,1.89,464.0,0.81,14.0,54.0,16.36999999999986,75.57599999999861,0.56,7.2,Siddapur
0.39,0.88,0.28,0.46,29_524_shc_2024-25.17249,303.0,1.76,464.0,0.81,13.0,26.5,16.36999999999986,75.57599999999861,0.47,7.5,Siddapur
0.48,0.5,0.21,0.56,29_524_shc_2024-25.17444,270.0,1.68,396.0,0.69,65.0,32.2,16.36999999999986,75.57599999999861,0.46,7.3,Siddapur
0.72,0.66,0.18,2.36,29_524_shc_2024-25.18860,374.0,0.69,322.0,0.56,35.0,10.3,16.36999999999986,75.63199999999848,2.12,8.3,Bilgi (Rural)
0.51,0.42,0.4,5.74,29_524_shc_2024-25.11855,410.0,5.2,330.0,0.58,21.0,8.72,16.36999999999986,75.68399999999836,0.47,8.08,Rolli
0.45,0.34,0.39,5.96,29_524_shc_2024-25.14497,335.0,5.6,319.0,0.56,11.0,9.39,16.36999999999986,75.68399999999836,0.43,8.05,Rolli
0.52,0.36,0.28,5.97,29_524_shc_2024-25.14401,395.0,4.6,299.0,0.52,14.0,8.11,16.36999999999986,75.67999999999837,0.49,8.13,Rolli
0.44,0.41,0.37,4.92,29_524_shc_2024-25.14494,371.0,5.2,316.0,0.55,26.0,7.85,16.36999999999986,75.67999999999837,0.54,8.26,Rolli
0.52,0.42,0.36,5.05,29_524_shc_2024-25.14485,300.0,5.0,330.0,0.58,20.0,9.09,16.36999999999986,75.70199999999832,0.46,8.34,Rolli
8.64,4.9,0.31,0.38,29_524_shc_2024-25.14311,406.0,0.44,301.0,0.53,19.0,8.14,16.36999999999986,75.68199999999837,5.28,8.2,Rolli
0.5,0.37,0.28,5.34,29_524_shc_2024-25.14476,407.0,4.6,303.0,0.53,21.0,8.63,16.36999999999986,75.68199999999837,0.47,8.8,Rolli
0.48,0.42,0.33,5.94,29_524_shc_2024-25.14493,426.0,5.2,305.0,0.53,15.0,8.05,16.36999999999986,75.68199999999837,0.5,8.17,Rolli
0.5,0.37,0.3,5.94,29_524_shc_2024-25.14488,416.0,4.4,322.0,0.56,23.0,9.5,16.36999999999986,75.69199999999834,0.53,8.36,Rolli
0.63,0.54,0.25,0.46,29_524_shc_2024-25.7799,112.0,2.89,298.0,0.52,13.0,23.0,16.371999999999858,75.27799999999931,0.68,7.7,Malapur
0.42,0.46,0.22,0.63,29_524_shc_2024-25.9573,79.0,3.0,304.0,0.53,14.0,20.5,16.371999999999858,75.27799999999931,0.54,7.3,Malapur
0.57,0.29,0.19,0.58,29_524_shc_2024-25.9785,135.0,2.88,321.0,0.56,16.0,40.7,16.371999999999858,75.27799999999931,0.46,7.6,Malapur
0.55,0.36,0.33,0.54,29_524_shc_2024-25.9888,135.0,3.44,344.0,0.6,8.0,21.5,16.371999999999858,75.27799999999931,0.29,8.1,Malapur
0.63,0.66,0.18,1.01,29_524_shc_2024-25.16493,285.0,0.69,333.0,0.58,33.0,16.3,16.371999999999858,75.60999999999854,0.75,7.5,Bilgi (Rural)
0.59,0.84,0.16,1.56,29_524_shc_2024-25.18863,325.0,1.02,385.0,0.67,34.0,14.2,16.371999999999858,75.60999999999854,0.96,8.0,Bilgi (Rural)
0.87,0.7,0.11,1.4,29_524_shc_2024-25.12685,270.0,2.86,246.0,0.43,12.0,30.2,16.371999999999858,75.58599999999859,0.55,7.0,Nagaral
0.85,0.59,0.22,1.63,29_524_shc_2024-25.18961,311.0,1.23,350.0,0.61,31.0,11.3,16.371999999999858,75.60999999999854,0.85,7.6,Bilgi (Rural)
0.88,0.34,0.12,1.38,29_524_shc_2024-25.12835,315.0,2.62,298.0,0.52,17.0,26.0,16.371999999999858,75.58599999999859,0.69,7.1,Nagaral
0.85,0.76,0.5,1.29,29_524_shc_2024-25.12850,123.0,3.35,165.0,0.29,12.0,28.0,16.371999999999858,75.58599999999859,0.43,7.2,Nagaral
1.2,0.49,0.14,2.12,29_524_shc_2024-25.12878,292.0,1.63,235.0,0.41,17.0,22.2,16.371999999999858,75.58599999999859,0.51,7.1,Nagaral
0.89,0.86,0.1,1.29,29_524_shc_2024-25.12881,213.0,3.37,166.0,0.29,12.0,28.0,16.371999999999858,75.58599999999859,0.43,7.1,Nagaral
1.48,0.56,0.12,2.14,29_524_shc_2024-25.12886,292.0,2.0,269.0,0.47,14.0,36.7,16.371999999999858,75.58599999999859,0.5,6.9,Nagaral
0.54,0.35,0.32,4.94,29_524_shc_2024-25.14548,295.0,6.3,331.0,0.58,18.0,9.3,16.371999999999858,75.69399999999834,0.5,8.23,Rolli
0.45,0.41,0.41,6.02,29_524_shc_2024-25.11872,447.0,4.5,321.0,0.56,12.0,7.79,16.371999999999858,75.68399999999836,0.49,8.22,Rolli
0.51,0.41,0.32,5.54,29_524_shc_2024-25.14316,380.0,5.7,299.0,0.52,25.0,7.64,16.371999999999858,75.68399999999836,0.51,8.14,Rolli
0.88,0.5,0.12,1.29,29_524_shc_2024-25.12851,281.0,3.46,161.0,0.28,12.0,28.0,16.373999999999857,75.58599999999859,0.58,7.5,Nagaral
1.37,1.66,0.43,3.2,29_524_shc_2024-25.13743,371.0,2.27,275.0,0.48,12.0,67.0,16.373999999999857,75.60999999999854,1.74,7.4,Bilgi (Rural)
1.37,0.76,0.37,2.18,29_524_shc_2024-25.16496,270.0,2.39,275.0,0.48,12.0,36.5,16.373999999999857,75.60999999999854,0.76,7.2,Bilgi (Rural)
1.48,1.74,0.5,2.57,29_524_shc_2024-25.18033,337.0,1.57,218.0,0.38,11.0,56.2,16.373999999999857,75.60999999999854,1.62,7.9,Bilgi (Rural)
1.48,0.84,0.38,2.46,29_524_shc_2024-25.18035,315.0,2.34,235.0,0.41,12.0,35.2,16.373999999999857,75.60999999999854,0.84,7.9,Bilgi (Rural)
1.27,0.88,0.33,2.18,29_524_shc_2024-25.18713,348.0,2.18,206.0,0.36,14.0,34.7,16.373999999999857,75.60999999999854,0.84,8.4,Bilgi (Rural)
0.72,0.56,0.2,1.89,29_524_shc_2024-25.16487,352.0,1.63,316.0,0.55,29.0,14.2,16.373999999999857,75.63399999999848,0.75,8.3,Bilgi (Rural)
0.69,0.81,0.16,0.85,29_524_shc_2024-25.18703,326.0,1.25,345.0,0.6,34.0,8.9,16.373999999999857,75.63399999999848,1.42,8.0,Bilgi (Rural)
1.06,0.39,0.35,0.76,29_524_shc_2024-25.12074,326.0,2.68,470.0,0.82,6.0,53.0,16.375999999999856,75.28799999999929,0.55,8.1,Mudhol(Rural)
0.54,0.37,0.4,5.51,29_524_shc_2024-25.14517,309.0,6.2,301.0,0.53,15.0,9.02,16.375999999999856,75.69399999999834,0.45,8.23,Rolli
0.32,0.38,0.55,0.73,29_524_shc_2024-25.19270,405.0,3.16,452.0,0.79,21.0,29.0,16.375999999999856,75.70399999999832,0.38,7.1,Rolli
0.65,0.59,0.16,0.95,29_524_shc_2024-25.18946,302.0,1.82,362.0,0.63,34.0,11.2,16.375999999999856,75.63399999999848,0.75,8.4,Bilgi (Rural)
0.4,0.68,0.19,0.86,29_524_shc_2024-25.13720,67.0,2.17,384.0,0.67,91.0,10.2,16.377999999999854,75.0679999999998,0.53,8.1,Bisanal
0.29,0.77,0.18,0.96,29_524_shc_2024-25.16472,90.0,3.16,332.0,0.58,36.0,6.0,16.377999999999854,75.0679999999998,0.26,8.7,Bisanal
0.5,0.73,0.19,0.73,29_524_shc_2024-25.18303,157.0,2.26,292.0,0.51,46.0,21.0,16.377999999999854,75.0679999999998,0.66,8.1,Bisanal
0.16,0.57,0.25,0.88,29_524_shc_2024-25.13357,180.0,1.86,343.0,0.6,26.0,32.2,16.377999999999854,75.52999999999872,0.54,7.1,Teggi
0.42,0.56,0.29,0.63,29_524_shc_2024-25.13360,168.0,1.89,332.0,0.58,40.0,44.5,16.377999999999854,75.52999999999872,0.37,7.8,Teggi
0.39,0.68,0.23,0.96,29_524_shc_2024-25.16150,157.0,1.76,310.0,0.54,18.0,35.2,16.377999999999854,75.52999999999872,0.6,7.4,Teggi
0.22,0.64,0.25,0.59,29_524_shc_2024-25.16823,146.0,1.46,355.0,0.62,25.0,28.7,16.377999999999854,75.52999999999872,0.4,7.3,Teggi
0.61,0.86,0.22,0.85,29_524_shc_2024-25.12931,299.0,1.12,316.0,0.55,29.0,12.2,16.377999999999854,75.59399999999857,1.36,8.1,Kontikal
0.72,0.54,0.2,1.32,29_524_shc_2024-25.18022,285.0,1.74,391.0,0.68,25.0,13.6,16.377999999999854,75.63599999999848,0.96,8.3,Bilgi (Rural)
0.65,0.59,0.26,0.85,29_524_shc_2024-25.15518,311.0,1.47,368.0,0.64,3.0,15.2,16.377999999999854,75.59399999999857,2.03,7.65,Kontikal
0.59,0.82,0.26,1.5,29_524_shc_2024-25.18950,303.0,1.69,339.0,0.59,29.0,11.2,16.377999999999854,75.63599999999848,0.74,8.1,Bilgi (Rural)
0.51,0.42,0.4,5.74,29_524_shc_2024-25.14537,427.0,5.2,330.0,0.58,22.0,8.72,16.377999999999854,75.70399999999832,0.47,8.08,Rolli
0.58,0.56,0.19,0.74,29_524_shc_2024-25.15519,302.0,2.12,339.0,0.59,33.0,10.2,16.377999999999854,75.59399999999857,1.52,7.3,Kontikal
0.75,0.62,0.16,0.56,29_524_shc_2024-25.15520,315.0,1.6,345.0,0.6,24.0,14.2,16.377999999999854,75.59399999999857,1.45,7.6,Kontikal
0.31,0.55,0.28,0.68,29_524_shc_2024-25.13719,78.0,3.0,338.0,0.59,29.0,10.7,16.379999999999853,75.0659999999998,0.5,7.5,Bisanal
0.68,0.66,0.25,0.65,29_524_shc_2024-25.17387,311.0,0.96,327.0,0.57,25.0,10.2,16.379999999999853,75.61599999999852,1.25,7.9,Bilgi (Rural)
0.5,0.35,0.32,5.81,29_524_shc_2024-25.14503,441.0,4.6,302.0,0.53,23.0,9.32,16.379999999999853,75.69999999999833,0.45,8.25,Rolli
0.29,0.78,0.26,0.82,29_524_shc_2024-25.3098,348.0,1.82,224.0,0.39,12.0,31.2,16.381999999999852,75.31599999999922,0.23,6.7,Shirol
0.43,0.82,0.28,0.53,29_524_shc_2024-25.3108,337.0,3.63,229.0,0.4,14.0,20.7,16.381999999999852,75.31599999999922,0.48,7.2,Shirol
35.2,1.48,0.13,1.4,29_524_shc_2024-25.12819,247.0,0.94,235.0,0.41,14.0,33.0,16.381999999999852,75.6659999999984,0.34,6.1,Kontikal
0.63,0.58,0.28,0.99,29_524_shc_2024-25.15512,312.0,1.24,402.0,0.7,28.0,17.2,16.381999999999852,75.6659999999984,0.96,7.8,Kontikal
0.88,0.57,0.12,1.26,29_524_shc_2024-25.12820,315.0,1.56,206.0,0.36,12.0,34.3,16.381999999999852,75.58599999999859,0.63,6.5,Kontikal
0.98,0.46,0.12,1.93,29_524_shc_2024-25.12854,303.0,2.2,258.0,0.45,11.0,20.7,16.381999999999852,75.58599999999859,0.35,6.8,Kontikal
0.6,0.55,0.16,1.03,29_524_shc_2024-25.12928,324.0,0.96,431.0,0.75,30.0,10.5,16.381999999999852,75.58599999999859,1.32,8.11,Kontikal
0.64,0.63,0.22,0.75,29_524_shc_2024-25.15511,296.0,1.24,362.0,0.63,24.0,11.2,16.381999999999852,75.58599999999859,1.02,7.5,Kontikal
0.19,0.18,0.29,0.36,29_524_shc_2024-25.16826,158.0,2.76,412.0,0.72,28.0,37.7,16.381999999999852,75.52999999999872,0.28,7.2,Teggi
0.51,0.42,0.26,5.54,29_524_shc_2024-25.14336,305.0,4.8,329.0,0.58,23.0,9.01,16.381999999999852,75.70199999999832,0.44,8.21,Rolli
0.5,0.37,0.3,5.94,29_524_shc_2024-25.14568,436.0,4.4,322.0,0.56,23.0,9.5,16.381999999999852,75.70199999999832,0.53,8.36,Rolli
0.68,0.86,0.81,1.86,29_524_shc_2024-25.15532,146.0,2.76,263.0,0.46,10.0,32.2,16.38399999999985,75.09399999999974,0.92,6.4,Budni(P.D)
0.16,0.55,0.17,0.58,29_524_shc_2024-25.1097,78.0,2.16,338.0,0.59,48.0,3.25,16.38399999999985,75.07599999999978,0.4,8.7,Bisanal
0.6,0.74,0.2,1.21,29_524_shc_2024-25.1079,225.0,4.0,343.0,0.6,30.0,10.7,16.38399999999985,75.07799999999978,0.16,8.2,Kesrakoppa
0.82,0.93,0.21,0.69,29_524_shc_2024-25.7088,146.0,2.7,355.0,0.62,37.0,20.7,16.38399999999985,75.07799999999978,0.16,7.5,Kesrakoppa
0.67,0.54,0.18,0.89,29_524_shc_2024-25.7089,258.0,2.16,246.0,0.43,25.0,9.75,16.38399999999985,75.07799999999978,0.22,8.3,Kesrakoppa
0.4,0.75,0.21,1.3,29_524_shc_2024-25.7091,180.0,3.16,212.0,0.37,38.0,10.2,16.38399999999985,75.07799999999978,0.2,7.8,Kesrakoppa
0.49,0.72,0.18,1.0,29_524_shc_2024-25.7128,135.0,2.73,310.0,0.54,39.0,26.0,16.38399999999985,75.07799999999978,0.2,7.7,Kesrakoppa
0.45,0.63,0.18,0.98,29_524_shc_2024-25.7208,270.0,2.0,241.0,0.42,17.0,7.75,16.38399999999985,75.07799999999978,0.3,8.1,Kesrakoppa
1.13,0.37,0.15,1.37,29_524_shc_2024-25.12813,360.0,2.66,224.0,0.39,13.0,219.0,16.38399999999985,75.6699999999984,0.43,7.4,Hosa Govinadinni
0.48,0.37,0.33,5.71,29_524_shc_2024-25.14335,301.0,5.9,303.0,0.53,21.0,9.08,16.38399999999985,75.70599999999831,0.43,8.11,Rolli
0.35,0.78,0.2,0.16,29_524_shc_2024-25.7105,135.0,3.0,343.0,0.6,15.0,6.0,16.38599999999985,75.07199999999979,0.29,7.9,Bisanal
0.54,0.66,0.22,0.37,29_524_shc_2024-25.10138,180.0,3.76,321.0,0.56,5.0,12.5,16.38599999999985,75.38399999999906,0.47,8.2,Mantur
1.29,0.39,0.21,2.0,29_524_shc_2024-25.15632,326.0,3.96,218.0,0.38,15.0,34.7,16.38599999999985,75.67799999999838,0.97,7.7,Hosa Takkalaki
0.36,0.8,0.17,0.3,29_524_shc_2024-25.7143,101.0,2.88,395.0,0.69,31.0,21.5,16.38799999999985,75.07199999999979,0.3,7.7,Bisanal
0.56,0.93,0.18,0.4,29_524_shc_2024-25.7224,90.0,2.9,355.0,0.62,14.0,24.5,16.38799999999985,75.07199999999979,0.29,8.2,Bisanal
0.81,0.71,0.22,0.73,29_524_shc_2024-25.17304,304.0,4.37,458.0,0.8,29.0,40.5,16.38799999999985,75.34799999999915,0.47,8.14,Mantur
0.53,0.41,0.33,5.54,29_524_shc_2024-25.14617,387.0,4.4,328.0,0.57,25.0,8.91,16.38799999999985,75.69199999999834,0.53,8.24,Rolli
1.3,1.0,0.13,1.87,29_524_shc_2024-25.15633,337.0,4.26,343.0,0.6,18.0,34.7,16.38799999999985,75.67199999999839,0.56,7.4,Hosa Govinadinni
0.94,1.59,1.51,5.01,29_524_shc_2024-25.15538,168.0,8.45,309.0,0.54,18.0,82.0,16.389999999999848,75.08399999999976,2.22,6.7,Kesrakoppa
0.43,0.75,1.5,1.26,29_524_shc_2024-25.19414,202.0,3.46,252.0,0.44,12.0,37.0,16.389999999999848,75.08399999999976,0.66,6.3,Kesrakoppa
0.57,0.58,0.24,0.66,29_524_shc_2024-25.1102,180.0,2.76,229.0,0.4,18.0,14.2,16.389999999999848,75.0699999999998,0.55,8.1,Bisanal
0.68,1.66,0.22,0.98,29_524_shc_2024-25.7173,168.0,2.03,424.0,0.74,18.0,6.75,16.389999999999848,75.0699999999998,0.7,8.1,Bisanal
0.61,1.22,0.21,0.75,29_524_shc_2024-25.7250,202.0,2.66,235.0,0.41,38.0,14.2,16.389999999999848,75.0699999999998,0.63,7.8,Bisanal
0.71,0.71,0.27,0.78,29_524_shc_2024-25.2055,102.0,1.79,275.0,0.48,71.0,32.0,16.389999999999848,75.24999999999937,0.47,8.1,Shirol
0.56,0.69,0.24,0.85,29_524_shc_2024-25.2506,1125.0,1.95,338.0,0.59,47.0,47.5,16.389999999999848,75.24999999999937,0.56,8.0,Shirol
0.54,0.38,0.27,5.05,29_524_shc_2024-25.14339,347.0,4.4,329.0,0.58,17.0,7.64,16.389999999999848,75.69199999999834,0.46,8.12,Rolli
0.44,0.4,0.43,5.79,29_524_shc_2024-25.14341,354.0,5.6,317.0,0.55,20.0,8.96,16.389999999999848,75.69199999999834,0.47,8.11,Rolli
0.53,0.39,0.3,5.08,29_524_shc_2024-25.14558,345.0,4.8,330.0,0.58,21.0,7.83,16.389999999999848,75.69199999999834,0.48,8.09,Rolli
0.87,0.86,0.82,1.96,29_524_shc_2024-25.15533,146.0,3.46,321.0,0.56,15.0,75.0,16.391999999999847,75.07399999999978,0.86,6.9,Kesrakoppa
0.66,0.56,0.39,0.35,29_524_shc_2024-25.3177,225.0,0.48,201.0,0.35,17.0,75.2,16.391999999999847,75.27799999999931,0.55,8.0,Shirol
0.66,0.6,0.28,0.36,29_524_shc_2024-25.3902,596.0,0.55,201.0,0.35,17.0,35.0,16.391999999999847,75.27799999999931,0.55,7.8,Shirol
0.49,0.63,0.18,0.62,29_524_shc_2024-25.140,180.0,0.91,286.0,0.5,45.0,25.2,16.393999999999846,75.24999999999937,0.4,7.7,Shirol
0.74,0.68,0.13,0.47,29_524_shc_2024-25.194,157.0,1.6,212.0,0.37,45.0,19.2,16.393999999999846,75.24999999999937,0.19,7.9,Shirol
0.73,0.85,0.12,0.55,29_524_shc_2024-25.1922,1755.0,1.65,275.0,0.48,37.0,24.7,16.393999999999846,75.24999999999937,0.31,8.2,Shirol
0.34,0.73,0.15,0.52,29_524_shc_2024-25.1953,202.0,0.7,155.0,0.27,30.0,25.0,16.393999999999846,75.24999999999937,0.23,8.1,Shirol
0.7,0.49,0.22,0.39,29_524_shc_2024-25.2376,641.0,1.56,310.0,0.54,63.0,36.7,16.393999999999846,75.24399999999939,0.27,8.0,Shirol
0.72,0.53,0.21,0.4,29_524_shc_2024-25.2378,641.0,1.53,326.0,0.57,70.0,33.2,16.393999999999846,75.24399999999939,0.21,8.1,Shirol
0.64,0.41,0.23,0.35,29_524_shc_2024-25.2446,675.0,1.14,310.0,0.54,53.0,32.7,16.393999999999846,75.24399999999939,0.21,7.9,Shirol
0.73,0.49,0.24,0.41,29_524_shc_2024-25.3294,551.0,1.05,235.0,0.41,42.0,36.0,16.393999999999846,75.24399999999939,0.22,8.1,Shirol
0.66,0.47,0.39,0.52,29_524_shc_2024-25.100,787.0,1.13,235.0,0.41,74.0,47.2,16.393999999999846,75.25199999999937,0.91,7.3,Shirol
0.96,0.53,0.49,0.53,29_524_shc_2024-25.145,888.0,1.43,327.0,0.57,67.0,44.0,16.393999999999846,75.25199999999937,0.76,7.6,Shirol
0.63,0.51,0.3,0.45,29_524_shc_2024-25.1949,551.0,1.17,321.0,0.56,75.0,33.2,16.393999999999846,75.25199999999937,0.77,7.8,Shirol
1.06,0.57,0.39,0.5,29_524_shc_2024-25.1989,618.0,1.41,304.0,0.53,73.0,54.2,16.393999999999846,75.25199999999937,0.86,7.9,Shirol
0.52,0.39,0.24,5.13,29_524_shc_2024-25.14367,408.0,5.1,321.0,0.56,18.0,8.56,16.393999999999846,75.64799999999845,0.47,8.16,Hosa Korti
0.44,0.36,0.31,5.53,29_524_shc_2024-25.14413,472.0,5.2,301.0,0.53,20.0,7.84,16.393999999999846,75.64799999999845,0.47,8.26,Hosa Korti
0.44,0.34,0.3,5.49,29_524_shc_2024-25.14421,397.0,5.0,309.0,0.54,16.0,7.86,16.393999999999846,75.64999999999844,0.49,8.13,Hosa Korti
0.53,0.39,0.3,5.08,29_524_shc_2024-25.14239,379.0,4.8,330.0,0.58,21.0,7.83,16.393999999999846,75.65199999999844,0.48,8.09,Hosa Korti
0.61,0.52,0.22,0.76,29_524_shc_2024-25.17379,402.0,1.52,339.0,0.59,27.0,12.1,16.393999999999846,75.61799999999852,2.03,8.3,Bilgi (Rural)
0.54,0.68,0.45,0.67,29_524_shc_2024-25.1885,742.0,1.32,269.0,0.47,61.0,60.5,16.395999999999844,75.25799999999936,0.75,7.8,Shirol
0.58,0.84,0.58,0.39,29_524_shc_2024-25.3613,798.0,1.31,286.0,0.5,82.0,53.7,16.395999999999844,75.25799999999936,1.06,8.3,Shirol
0.8,0.98,0.5,0.46,29_524_shc_2024-25.3644,731.0,1.31,298.0,0.52,59.0,64.5,16.395999999999844,75.25799999999936,0.81,7.6,Shirol
0.33,0.73,0.17,1.77,29_524_shc_2024-25.7121,202.0,2.5,435.0,0.76,22.0,31.7,16.397999999999843,75.08199999999977,0.22,7.7,Kesrakoppa
0.36,0.69,0.19,1.08,29_524_shc_2024-25.7201,202.0,2.67,235.0,0.41,24.0,32.7,16.397999999999843,75.08199999999977,0.24,8.1,Kesrakoppa
1.14,1.52,0.23,4.21,29_524_shc_2024-25.12558,337.5,5.7,521.0,0.91,39.31,50.75,16.397999999999843,75.45999999999889,0.77,7.8,Yadahalli
0.5,0.2,0.4,2.1,29_524_shc_2024-25.12560,280.0,1.2,360.0,0.6,15.0,10.0,16.397999999999843,75.45999999999889,0.4,7.6,Yadahalli
0.4,0.37,0.19,0.66,29_524_shc_2024-25.7041,247.0,1.96,407.0,0.71,15.0,13.7,16.399999999999842,75.07199999999979,0.3,7.9,Kesrakoppa
0.55,0.41,0.23,0.5,29_524_shc_2024-25.7120,247.0,1.86,418.0,0.73,15.0,27.2,16.399999999999842,75.07199999999979,0.23,8.1,Kesrakoppa
0.35,0.28,0.23,0.77,29_524_shc_2024-25.7187,258.0,1.35,389.0,0.68,44.0,10.7,16.399999999999842,75.07199999999979,0.26,8.0,Kesrakoppa
0.96,0.61,0.23,0.37,29_524_shc_2024-25.2642,191.0,0.54,166.0,0.29,40.0,29.0,16.40199999999984,75.25799999999936,0.18,7.7,Shirol
0.29,0.59,0.14,0.44,29_524_shc_2024-25.3100,214.0,0.69,246.0,0.43,25.0,24.7,16.40199999999984,75.25799999999936,0.18,7.0,Shirol
0.38,0.64,0.16,0.39,29_524_shc_2024-25.3102,191.0,0.7,246.0,0.43,30.0,20.2,16.40199999999984,75.25799999999936,0.24,8.0,Shirol
0.68,0.35,0.11,0.39,29_524_shc_2024-25.3105,202.0,0.65,189.0,0.33,23.0,18.7,16.40199999999984,75.25799999999936,0.13,7.1,Shirol
0.68,0.75,0.36,0.57,29_524_shc_2024-25.3852,405.0,1.56,189.0,0.33,19.0,61.2,16.40399999999984,75.27799999999931,0.23,7.1,Shirol
0.43,0.48,0.22,0.96,29_524_shc_2024-25.9941,191.0,4.38,441.0,0.77,6.0,23.2,16.40399999999984,75.3659999999991,0.73,8.1,Mantur
0.78,0.38,0.21,0.58,29_524_shc_2024-25.13380,202.0,4.56,292.0,0.51,12.0,19.0,16.40399999999984,75.3659999999991,0.48,8.3,Mantur
0.78,0.37,0.32,0.76,29_524_shc_2024-25.10192,135.0,4.56,470.0,0.82,66.0,25.7,16.40399999999984,75.3679999999991,0.46,8.4,Mantur
0.69,0.46,0.24,0.84,29_524_shc_2024-25.13377,146.0,3.76,304.0,0.53,13.0,29.7,16.40399999999984,75.3679999999991,0.58,7.1,Mantur
0.53,0.67,0.23,0.33,29_524_shc_2024-25.213,573.0,0.95,235.0,0.41,16.0,41.2,16.40599999999984,75.2839999999993,0.16,7.8,Shirol
0.7,0.6,0.2,0.86,29_524_shc_2024-25.2466,776.0,1.44,160.0,0.28,19.0,20.5,16.40599999999984,75.2839999999993,0.23,7.7,Shirol
0.73,0.78,0.36,0.36,29_524_shc_2024-25.3799,360.0,1.39,183.0,0.32,24.0,43.5,16.40599999999984,75.2839999999993,0.65,7.8,Shirol
0.96,3.77,0.73,3.77,29_524_shc_2024-25.7381,258.0,3.7,206.0,0.36,39.0,34.2,16.409999999999837,75.37999999999907,0.36,7.8,Gani
1.38,3.41,0.36,3.48,29_524_shc_2024-25.12600,270.0,2.88,212.0,0.37,26.0,56.5,16.409999999999837,75.37999999999907,0.37,7.8,Gani
2.36,3.0,0.2,3.0,29_524_shc_2024-25.12714,348.0,2.88,326.0,0.57,26.0,45.5,16.409999999999837,75.37999999999907,0.55,8.2,Gani
1.34,1.88,0.23,1.88,29_524_shc_2024-25.15565,303.0,3.09,561.0,0.98,32.0,32.7,16.409999999999837,75.37999999999907,0.45,7.7,Gani
0.58,0.57,0.28,0.48,29_524_shc_2024-25.12983,236.0,2.75,498.0,0.87,28.0,28.2,16.411999999999836,75.38799999999905,0.12,8.0,Gani
1.26,1.26,0.2,2.88,29_524_shc_2024-25.7379,213.0,4.7,269.0,0.47,32.0,46.7,16.411999999999836,75.37799999999908,0.5,8.1,Konnur
1.39,1.49,0.2,3.38,29_524_shc_2024-25.15579,225.0,3.49,487.0,0.85,43.0,67.3,16.411999999999836,75.37799999999908,0.7,7.6,Konnur
1.77,1.77,0.16,4.0,29_524_shc_2024-25.15581,326.0,4.0,206.0,0.36,21.0,56.5,16.411999999999836,75.37799999999908,0.36,8.1,Konnur
